Species,Dataset,File Name,Streptomycin,Vancomycin,Ceftriaxone,Oxacillin,Clindamycin,Fusidic acid,Erythromycin,Linezolid,Methicillin,Gentamicin,Trimethoprim-Sulfamethoxazole,Ciprofloxacin,Tetracycline,Chloramphenicol,Penicillin,Trimethoprim,Daptomycin,Cefoxitin,Amikacin,Ampicillin-Sulbactam,Cefepime,Cefotaxime,Ceftazidime,Colistin,Doripenem,Imipenem,Levofloxacin,Meropenem,Minocycline,Moxifloxacin,Polymyxin_B,Tigecycline,Tobramycin,Ampicillin,Amoxicillin-Clavulanic acid,Azithromycin,Sulfisoxazole,Kanamycin,Nalidixic acid,Ceftiofur,Capreomycin,Clarithromycin,Clofazimine,Cycloserine,Ethambutol,Ethionamide,Gatifloxacin,Isoniazid,Nicotinamide,Ofloxacin,para-aminosalicylic acid,Prothionamide,Pyrazinamide,Rifabutin,Rifampicin,Aztreonam,Cefuroxime,Piperacillin-Tazobactam
Staphylococcus aureus,PRJNA633996,CFSA13SA017.fna,,S,,R,R,,R,S,,I,S,R,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA019.fna,,S,,R,R,,R,S,,R,S,R,R,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA021.fna,,S,,R,R,,R,S,,I,R,R,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA022.fna,,S,,R,R,,R,S,,R,S,S,S,I,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA023.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA024.fna,,S,,R,R,,R,S,,I,S,R,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA025.fna,,S,,R,R,,S,S,,I,S,S,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA026.fna,,S,,R,R,,R,S,,R,R,R,R,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA027.fna,,S,,S,S,,S,S,,I,S,S,I,S,R,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA028.fna,,S,,R,R,,R,S,,R,S,R,R,I,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA029.fna,,S,,R,R,,R,S,,I,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA030.fna,,S,,R,R,,R,S,,I,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA031.fna,,S,,R,R,,R,S,,R,S,R,S,I,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA032.fna,,S,,R,R,,R,S,,R,R,R,R,I,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA033.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA034.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA035.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA036.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA037.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA038.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA039.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA040.fna,,S,,R,S,,S,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA041.fna,,S,,R,R,,R,S,,R,S,R,R,I,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA13SA042.fna,,S,,R,R,,R,S,,I,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA001.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA002.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA003.fna,,S,,R,R,,R,S,,S,S,I,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA005.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA006.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA007.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA008.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA009.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA010.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA011.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA012.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA013.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA014.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA015.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA016.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA017.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA018.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA019.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA020.fna,,S,,R,R,,R,S,,S,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA021.fna,,S,,R,S,,R,S,,S,R,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA022.fna,,S,,R,R,,R,S,,S,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA023.fna,,S,,R,R,,R,S,,S,S,S,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA024.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA025.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA026.fna,,S,,R,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA027.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA028.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA029.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA030.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA031.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA032.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA033.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA034.fna,,S,,R,R,,R,S,,S,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA035.fna,,S,,R,R,,R,S,,S,S,I,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA036.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA037.fna,,S,,R,R,,R,S,,S,R,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA038.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA039.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA040.fna,,S,,R,S,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA041.fna,,S,,R,S,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA042.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA14SA043.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA001.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA002.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA003.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA004.fna,,S,,S,R,,R,S,,S,S,S,I,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA005.fna,,S,,R,R,,R,S,,R,S,R,R,R,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA006.fna,,S,,R,R,,R,S,,R,S,R,R,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA007.fna,,S,,R,R,,R,S,,R,S,R,R,R,R,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA008.fna,,S,,R,R,,R,S,,S,S,R,R,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA009.fna,,S,,R,R,,R,S,,S,S,R,R,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA010.fna,,S,,R,R,,R,S,,R,S,R,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA011.fna,,S,,S,R,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA012.fna,,S,,S,R,,R,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA013.fna,,S,,R,S,,R,S,,S,S,S,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA014.fna,,S,,S,S,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA015.fna,,S,,S,R,,R,S,,S,S,I,R,R,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA016.fna,,S,,S,S,,S,S,,S,S,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA017.fna,,S,,R,R,,R,R,,I,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA018.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA019.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA020.fna,,S,,S,S,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA021.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA022.fna,,S,,S,S,,S,S,,S,S,S,R,S,S,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA023.fna,,S,,R,S,,R,S,,S,S,I,I,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA024.fna,,S,,S,S,,S,S,,S,S,S,I,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA025.fna,,S,,S,S,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA026.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA027.fna,,S,,S,R,,R,S,,I,R,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA028.fna,,S,,R,R,,R,S,,S,S,I,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA029.fna,,S,,R,R,,R,S,,S,S,I,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA030.fna,,S,,R,R,,R,S,,S,S,R,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA031.fna,,S,,R,S,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA032.fna,,S,,R,S,,S,S,,S,S,S,R,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA033.fna,,S,,R,R,,R,S,,S,S,R,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA034.fna,,S,,R,S,,S,S,,S,S,S,S,R,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA035.fna,,S,,S,R,,R,S,,I,R,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA036.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,R,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA037.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA038.fna,,S,,S,S,,S,S,,S,S,S,I,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA039.fna,,S,,S,S,,S,S,,S,S,S,R,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA040.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA041.fna,,S,,S,R,,R,S,,S,S,R,R,R,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA042.fna,,S,,S,R,,R,S,,S,S,R,I,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA043.fna,,S,,S,R,,R,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA044.fna,,S,,S,R,,R,S,,S,S,R,R,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA045.fna,,S,,R,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA046.fna,,S,,S,R,,R,S,,S,S,R,S,R,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA047.fna,,S,,S,S,,R,S,,S,S,S,S,S,S,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA048.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA050.fna,,S,,S,R,,R,S,,S,S,R,I,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA051.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA052.fna,,S,,S,S,,S,S,,S,S,I,R,S,S,,R,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA053.fna,,S,,S,R,,R,S,,I,S,I,R,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA054.fna,,S,,S,S,,S,S,,S,R,I,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA055.fna,,S,,S,R,,R,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA056.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA057.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA058.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,R,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA059.fna,,S,,S,R,,R,S,,S,S,I,R,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA060.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA061.fna,,S,,S,R,,R,S,,S,S,R,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA063.fna,,S,,S,R,,R,S,,S,S,R,R,R,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA064.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA065.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA066.fna,,S,,R,R,,R,S,,S,R,R,R,R,S,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA067.fna,,S,,S,S,,S,S,,S,S,S,S,S,R,,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PRJNA633996,CFSA15SA068.fna,,S,,R,S,,S,S,,S,S,S,S,S,R,,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
