Species,Dataset,File Name,Erythromycin,Methicillin,Ciprofloxacin,Clindamycin,Penicillin,clusters,split
Staphylococcus aureus,PRJNA633996,CFSA15SA133.fna,R,,R,R,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA134.fna,R,,S,R,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA15SA135.fna,R,,S,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA136.fna,R,,S,R,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA137.fna,R,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CFSA15SA138.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA15SA139.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA140.fna,R,,S,R,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA15SA141.fna,R,,I,R,R,275,train
Staphylococcus aureus,PRJNA633996,CFSA15SA142.fna,R,,I,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA143.fna,R,,S,R,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA144.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CFSA15SA145.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA146.fna,R,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA147.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA148.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA15SA149.fna,R,,I,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA15SA150.fna,R,,S,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA151.fna,R,,S,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA15SA152.fna,R,,S,R,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA15SA153.fna,R,,I,R,R,21,train
Staphylococcus aureus,PRJNA633996,CFSA15SA155.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA15SA157.fna,R,,S,S,R,86,train
Staphylococcus aureus,PRJNA633996,CFSA15SA158.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA15SA160.fna,R,,S,R,R,16,train
Staphylococcus aureus,PRJNA633996,CFSA15SA431.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA001.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA002.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA003.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA004.fna,R,,S,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA16SA005.fna,S,,S,S,R,7,test
Staphylococcus aureus,PRJNA633996,CFSA16SA006.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA007.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA008.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA009.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA010.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA011.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA012.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA013.fna,R,,I,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA014.fna,R,,I,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA015.fna,R,,I,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA016.fna,I,,R,I,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA017.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA018.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA019.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA020.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA021.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA022.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA023.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA024.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA025.fna,R,,I,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA026.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA027.fna,R,,R,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA028.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA029.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA030.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA031.fna,R,,I,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA032.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA033.fna,R,,S,R,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA16SA034.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA035.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA036.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA037.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA038.fna,R,,R,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA16SA039.fna,S,,I,S,R,141,test
Staphylococcus aureus,PRJNA633996,CFSA16SA040.fna,R,,R,R,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA16SA041.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA042.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA043.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA044.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA045.fna,R,,R,R,R,32,train
Staphylococcus aureus,PRJNA633996,CFSA16SA046.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA047.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA048.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA049.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA050.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA051.fna,R,,S,R,R,7,test
Staphylococcus aureus,PRJNA633996,CFSA16SA052.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA053.fna,R,,S,S,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA16SA054.fna,S,,I,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA055.fna,I,,S,R,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA056.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA057.fna,S,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA16SA058.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA16SA060.fna,S,,S,S,R,12,train
Staphylococcus aureus,PRJNA633996,CFSA16SA061.fna,R,,R,R,R,256,test
Staphylococcus aureus,PRJNA633996,CFSA17SA001.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA002.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA003.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA004.fna,R,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA006.fna,R,,I,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA007.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA008.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA009.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA010.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA011.fna,S,,S,S,R,124,train
Staphylococcus aureus,PRJNA633996,CFSA17SA012.fna,R,,R,R,R,124,train
Staphylococcus aureus,PRJNA633996,CFSA17SA013.fna,R,,R,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA014.fna,R,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA015.fna,R,,S,R,R,32,train
Staphylococcus aureus,PRJNA633996,CFSA17SA016.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA017.fna,R,,R,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA019.fna,S,,S,I,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA020.fna,R,,S,S,R,42,test
Staphylococcus aureus,PRJNA633996,CFSA17SA021.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA022.fna,S,,I,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA023.fna,R,,S,R,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA024.fna,S,,S,S,S,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA025.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA026.fna,R,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA027.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA028.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA032.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA033.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA034.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA035.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA036.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA037.fna,R,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA038.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA039.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA040.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA041.fna,R,,I,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA042.fna,R,,S,S,R,7,test
Staphylococcus aureus,PRJNA633996,CFSA17SA043.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA044.fna,R,,S,R,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA045.fna,R,,R,R,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA17SA046.fna,R,,S,S,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA17SA047.fna,R,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA048.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA049.fna,S,,S,S,R,124,train
Staphylococcus aureus,PRJNA633996,CFSA17SA050.fna,R,,R,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA051.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA052.fna,R,,R,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA055.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA056.fna,S,,R,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA057.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA17SA058.fna,R,,S,R,R,32,train
Staphylococcus aureus,PRJNA633996,CFSA17SA059.fna,R,,S,S,R,28,train
Staphylococcus aureus,PRJNA633996,CFSA17SA060.fna,R,,S,R,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA061.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA062.fna,R,,S,R,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA063.fna,S,,S,S,R,106,test
Staphylococcus aureus,PRJNA633996,CFSA17SA064.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA065.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA066.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA17SA067.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA17SA068.fna,R,,I,S,R,141,test
Staphylococcus aureus,PRJNA633996,CFSA17SA069.fna,S,,S,S,R,47,train
Staphylococcus aureus,PRJNA633996,CFSA17SA070.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA071.fna,R,,S,I,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA072.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA073.fna,R,,I,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA074.fna,R,,S,R,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA075.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA076.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA077.fna,R,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA078.fna,R,,I,S,R,8,train
Staphylococcus aureus,PRJNA633996,CFSA17SA079.fna,R,,S,R,R,47,train
Staphylococcus aureus,PRJNA633996,CFSA17SA080.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA17SA081.fna,S,,S,S,R,317,train
Staphylococcus aureus,PRJNA633996,CFSA17SA082.fna,S,,S,S,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA17SA083.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA084.fna,S,,S,S,R,18,train
Staphylococcus aureus,PRJNA633996,CFSA17SA085.fna,R,,R,S,R,18,train
Staphylococcus aureus,PRJNA633996,CFSA17SA086.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA087.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA088.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA089.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA090.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA17SA091.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA092.fna,R,,R,R,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA094.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA095.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA096.fna,S,,S,S,R,18,train
Staphylococcus aureus,PRJNA633996,CFSA17SA097.fna,S,,S,S,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA17SA098.fna,R,,S,S,R,3,train
Staphylococcus aureus,PRJNA633996,CFSA17SA099.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA100.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA101.fna,S,,S,S,R,4,train
Staphylococcus aureus,PRJNA633996,CFSA17SA102.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA103.fna,S,,S,S,R,2,train
Staphylococcus aureus,PRJNA633996,CFSA17SA104.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA105.fna,R,,I,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA106.fna,R,,I,S,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA17SA107.fna,S,,S,S,R,19,train
Staphylococcus aureus,PRJNA633996,CLSA01.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA02.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA03.fna,S,,I,S,R,19,train
Staphylococcus aureus,PRJNA633996,CLSA04.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA05.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA06.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA07.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA08.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA10.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA11.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA12.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA13.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA14.fna,S,,S,S,S,75,test
Staphylococcus aureus,PRJNA633996,CLSA15.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA16.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA17.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA18.fna,S,,S,S,R,75,test
Staphylococcus aureus,PRJNA633996,CLSA19.fna,S,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA20.fna,S,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA21.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA22.fna,S,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA23.fna,S,,R,R,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA24.fna,S,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA25.fna,S,,R,S,S,4,train
Staphylococcus aureus,PRJNA633996,CLSA26.fna,S,,S,S,S,32,train
Staphylococcus aureus,PRJNA633996,CLSA27.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA28.fna,S,,R,I,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA29.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA30.fna,S,,S,S,S,32,train
Staphylococcus aureus,PRJNA633996,CLSA31.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA32.fna,S,,R,S,R,4,train
Staphylococcus aureus,PRJNA633996,CLSA33.fna,R,,S,R,R,3,train
Staphylococcus aureus,PRJNA633996,CLSA34.fna,R,,S,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA35.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA36.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA37.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA38.fna,R,,S,R,R,5,train
Staphylococcus aureus,PRJNA633996,CLSA39.fna,R,,R,R,R,331,train
Staphylococcus aureus,PRJNA633996,CLSA40.fna,R,,R,R,R,331,train
Staphylococcus aureus,PRJNA633996,CLSA41.fna,S,,S,S,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA42.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA43.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA44.fna,S,,S,S,S,9,test
Staphylococcus aureus,PRJNA633996,CLSA45.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA46.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA47.fna,S,,S,S,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA48.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA49.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CLSA50.fna,R,,S,S,S,3,train
Staphylococcus aureus,PRJNA633996,CLSA51.fna,S,,S,S,S,32,train
Staphylococcus aureus,PRJNA633996,CLSA52.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA53.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA54.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA55.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA56.fna,R,,S,R,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA57.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA58.fna,R,,I,R,R,3,train
Staphylococcus aureus,PRJNA633996,CLSA59.fna,R,,I,R,R,3,train
Staphylococcus aureus,PRJNA633996,CLSA60.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA61.fna,R,,S,I,S,3,train
Staphylococcus aureus,PRJNA633996,CLSA62.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA63.fna,S,,S,S,S,344,train
Staphylococcus aureus,PRJNA633996,CLSA64.fna,S,,S,S,S,12,train
Staphylococcus aureus,PRJNA633996,CLSA65.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA66.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CLSA67.fna,S,,R,S,R,103,train
Staphylococcus aureus,PRJNA633996,CLSA68.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA69.fna,S,,S,S,R,8,train
Staphylococcus aureus,PRJNA633996,CLSA70.fna,S,,S,S,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA71.fna,S,,S,S,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA72.fna,R,,S,S,S,3,train
Staphylococcus aureus,PRJNA633996,CLSA73.fna,S,,S,S,S,32,train
Staphylococcus aureus,PRJNA633996,CLSA74.fna,S,,S,S,S,4,train
Staphylococcus aureus,PRJNA633996,CLSA75.fna,R,,S,R,S,8,train
Staphylococcus aureus,PRJNA633996,CLSA76.fna,S,,S,S,S,32,train
Staphylococcus aureus,PRJNA633996,CLSA77.fna,R,,S,R,S,3,train
Staphylococcus aureus,PRJNA633996,CLSA78.fna,S,,S,S,R,229,train
Staphylococcus aureus,PRJNA633996,CLSA79.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA80.fna,S,,S,S,R,348,train
Staphylococcus aureus,PRJNA633996,CLSA81.fna,S,,S,S,R,229,train
Staphylococcus aureus,PRJNA633996,CLSA82.fna,R,,R,R,R,10,train
Staphylococcus aureus,PRJNA633996,CLSA83.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CLSA84.fna,S,,S,S,S,2,train
Staphylococcus aureus,PRJNA633996,CLSA85.fna,R,,S,R,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA86.fna,S,,S,S,R,32,train
Staphylococcus aureus,PRJNA633996,CLSA87.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CLSA90.fna,S,,R,S,R,317,train
Staphylococcus aureus,PRJNA633996,CLSA91.fna,S,,S,S,S,42,test
Staphylococcus aureus,PRJNA633996,CLSA92.fna,S,,S,S,R,5,train
Staphylococcus aureus,PRJNA633996,CFSA12SA010.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA013.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA016.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA018.fna,S,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA030.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA042.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA053.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA057.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA058.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA061.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA12SA062.fna,R,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA12SA064.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA065.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA066.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA067.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA068.fna,R,,R,R,R,31,train
Staphylococcus aureus,PRJNA633996,CFSA12SA071.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA13SA001.fna,I,,R,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA13SA018.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA15SA081.fna,R,,R,S,S,19,train
Staphylococcus aureus,PRJNA633996,CFSA15SA094.fna,R,,S,R,R,19,train
Staphylococcus aureus,PRJNA633996,CFSA16SA059.fna,S,,S,S,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.10001.fna,S,S,S,,R,57,test
Staphylococcus aureus,PATRIC_genomes,1280.10002.fna,S,S,S,,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.10003.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.10004.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.10005.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.10006.fna,S,S,S,,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.10007.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.10008.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.10009.fna,R,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.10011.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.10012.fna,S,S,S,,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.10013.fna,S,S,S,,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.10014.fna,S,S,S,,R,139,test
Staphylococcus aureus,PATRIC_genomes,1280.10015.fna,S,S,S,,S,17,train
Staphylococcus aureus,PATRIC_genomes,1280.10016.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.10017.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.10018.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.10019.fna,R,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.10021.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.10022.fna,S,S,S,,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.10023.fna,S,S,S,,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.10024.fna,S,S,S,,S,210,test
Staphylococcus aureus,PATRIC_genomes,1280.10025.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.10026.fna,S,S,S,,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.10027.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.10028.fna,S,S,S,,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.10029.fna,S,S,S,,S,7,test
